Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.02     90.67     0.02                             rs_scoop_readahead (scoop.c:179 @ 82cb)
  0.02     90.69     0.02                             rs_tube_catchup (tube.c:138 @ 83a7)
  0.02     90.71     0.02                             rs_tube_catchup (tube.c:137 @ 83ae)
  0.02     90.73     0.02                             rs_tube_catchup (tube.c:157 @ 83c4)
  0.02     90.75     0.02                             store64 (blake2-impl.h:112 @ a270)
  0.02     90.76     0.02  1146882    13.08    13.08  rs_outfilebuf_drain (buf.c:131 @ 5720)
  0.02     90.78     0.02    16384   915.66   915.66  rs_emit_literal_cmd (emit.c:48 @ 6330)
  0.02     90.79     0.02                             blake2b_compress (blake2b-ref.c:200 @ 8756)
  0.02     90.81     0.02                             blake2b_compress (blake2b-ref.c:200 @ 886a)
  0.02     90.82     0.02                             blake2b_compress (blake2b-ref.c:202 @ 8b72)
  0.02     90.84     0.02                             blake2b_compress (blake2b-ref.c:202 @ 8c79)
  0.02     90.85     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8cbb)
  0.02     90.87     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8d37)
  0.02     90.88     0.02                             blake2b_compress (blake2b-ref.c:204 @ 8fdb)
  0.02     90.90     0.02                             blake2b_compress (blake2b-ref.c:205 @ 9032)
  0.02     90.91     0.02                             blake2b_compress (blake2b-ref.c:208 @ 96e3)
  0.02     90.93     0.02                             blake2b_compress (blake2b-ref.c:209 @ 97fb)
  0.02     90.94     0.02                             blake2b_compress (blake2b-ref.c:209 @ 98e2)
  0.02     90.96     0.02                             blake2b_compress (blake2b-ref.c:210 @ 9b4a)
  0.02     90.97     0.02                             blake2b_compress (blake2b-ref.c:210 @ 9b68)
  0.02     90.99     0.02                             blake2b_compress (blake2b-ref.c:210 @ 9b8d)
  0.02     91.00     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9bbb)
  0.02     91.02     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9c5a)
  0.02     91.03     0.02                             rotr64 (blake2-impl.h:155 @ 8aa2)
  0.02     91.05     0.02                             rotr64 (blake2-impl.h:155 @ 8fde)
  0.02     91.06     0.02                             rotr64 (blake2-impl.h:155 @ 96be)
  0.02     91.08     0.02                             rs_calc_strong_sum (checksum.c:64 @ 58b0)
  0.02     91.09     0.02                             rs_infilebuf_fill (buf.c:117 @ 5718)
  0.01     91.10     0.01  2097925     4.77    14.30  rs_scoop_read (scoop.c:193 @ 82e0)
  0.01     91.11     0.01  1147652     8.71     8.71  rs_job_iter (job.c:94 @ 6750)
  0.01     91.12     0.01  1049088     9.53     9.53  rs_loadsig_s_strong (readsums.c:72 @ 7cd0)
  0.01     91.13     0.01  1048837     9.54     9.54  rs_suck_netint (netint.c:95 @ 7590)
  0.01     91.14     0.01  1048578     9.54     9.54  rs_scoop_total_avail (scoop.c:228 @ 8370)
  0.01     91.15     0.01   654956    15.27    15.27  blake2b_init_param (blake2b-ref.c:82 @ 9f40)
  0.01     91.16     0.01                             RollsumUpdate (rollsum.c:38 @ 7f20)
  0.01     91.17     0.01                             blake2b_compress (blake2b-ref.c:200 @ 86e4)
  0.01     91.18     0.01                             blake2b_compress (blake2b-ref.c:200 @ 86fc)
  0.01     91.19     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8776)
  0.01     91.20     0.01                             blake2b_compress (blake2b-ref.c:200 @ 87fe)
  0.01     91.21     0.01                             blake2b_compress (blake2b-ref.c:200 @ 887c)
  0.01     91.22     0.01                             blake2b_compress (blake2b-ref.c:201 @ 88f1)
  0.01     91.23     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8977)
  0.01     91.24     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8991)
  0.01     91.25     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8997)
  0.01     91.26     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89f1)
  0.01     91.27     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89fc)
  0.01     91.28     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a35)
  0.01     91.29     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a71)
  0.01     91.30     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8ad8)
  0.01     91.31     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8aec)
  0.01     91.32     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b3f)
  0.01     91.33     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8cc4)
  0.01     91.34     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d23)
  0.01     91.35     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d6c)
  0.01     91.36     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8e1d)
  0.01     91.37     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8e68)
  0.01     91.38     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8eb9)
  0.01     91.39     0.01                             blake2b_compress (blake2b-ref.c:204 @ 900a)
  0.01     91.40     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9027)
  0.01     91.41     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9151)
  0.01     91.42     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9171)
  0.01     91.43     0.01                             blake2b_compress (blake2b-ref.c:205 @ 917c)
  0.01     91.44     0.01                             blake2b_compress (blake2b-ref.c:205 @ 91b5)
  0.01     91.45     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9216)
