Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.10      8.59     0.01                             blake2b_compress (blake2b-ref.c:206 @ 9aea)
  0.10      8.60     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9b0e)
  0.10      8.61     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9bb1)
  0.10      8.62     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9d95)
  0.10      8.63     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9da0)
  0.10      8.64     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9e7b)
  0.10      8.65     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9e92)
  0.10      8.66     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9ef5)
  0.10      8.67     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9f68)
  0.10      8.68     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9f82)
  0.10      8.69     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9f88)
  0.10      8.70     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9fed)
  0.10      8.71     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9ffa)
  0.10      8.72     0.01                             blake2b_compress (blake2b-ref.c:209 @ a018)
  0.10      8.73     0.01                             blake2b_compress (blake2b-ref.c:209 @ a05b)
  0.10      8.74     0.01                             blake2b_compress (blake2b-ref.c:210 @ a099)
  0.10      8.75     0.01                             blake2b_compress (blake2b-ref.c:210 @ a0cc)
  0.10      8.76     0.01                             blake2b_compress (blake2b-ref.c:210 @ a227)
  0.10      8.77     0.01                             blake2b_compress (blake2b-ref.c:211 @ a245)
  0.10      8.78     0.01                             blake2b_compress (blake2b-ref.c:210 @ a277)
  0.10      8.79     0.01                             blake2b_compress (blake2b-ref.c:211 @ a363)
  0.10      8.80     0.01                             blake2b_compress (blake2b-ref.c:211 @ a3ce)
  0.10      8.81     0.01                             blake2b_compress (blake2b-ref.c:211 @ a447)
  0.10      8.82     0.01                             blake2b_compress (blake2b-ref.c:214 @ a4bb)
  0.10      8.83     0.01                             blake2b_final (blake2b-ref.c:250 @ ab43)
  0.10      8.84     0.01                             blake2b_final (blake2b-ref.c:267 @ abd4)
  0.10      8.85     0.01                             blake2b_increment_counter (blake2b-ref.c:69 @ aae5)
  0.10      8.86     0.01                             blake2b_init0 (blake2b-ref.c:75 @ a7b9)
  0.10      8.87     0.01                             blake2b_init_param (blake2b-ref.c:90 @ a824)
  0.10      8.88     0.01                             blake2b_update (blake2b-ref.c:242 @ aa36)
  0.10      8.89     0.01                             blake2b_update (blake2b-ref.c:243 @ aa41)
  0.10      8.90     0.01                             blake2b_update (blake2b-ref.c:246 @ aa48)
  0.10      8.91     0.01                             blake2b_update (blake2b-ref.c:237 @ aacc)
  0.10      8.92     0.01                             rotr64 (blake2-impl.h:155 @ 8d7c)
  0.10      8.93     0.01                             rotr64 (blake2-impl.h:155 @ 8d86)
  0.10      8.94     0.01                             rotr64 (blake2-impl.h:155 @ 8dd7)
  0.10      8.95     0.01                             rotr64 (blake2-impl.h:155 @ 8e23)
  0.10      8.96     0.01                             rotr64 (blake2-impl.h:155 @ 8e62)
  0.10      8.97     0.01                             rotr64 (blake2-impl.h:155 @ 8e76)
  0.10      8.98     0.01                             rotr64 (blake2-impl.h:155 @ 8e8d)
  0.10      8.99     0.01                             rotr64 (blake2-impl.h:155 @ 8f02)
  0.10      9.00     0.01                             rotr64 (blake2-impl.h:155 @ 8f94)
  0.10      9.01     0.01                             rotr64 (blake2-impl.h:155 @ 8f9e)
  0.10      9.02     0.01                             rotr64 (blake2-impl.h:155 @ 8fa8)
  0.10      9.03     0.01                             rotr64 (blake2-impl.h:155 @ 8fc2)
  0.10      9.04     0.01                             rotr64 (blake2-impl.h:155 @ 9030)
  0.10      9.05     0.01                             rotr64 (blake2-impl.h:155 @ 90ab)
  0.10      9.06     0.01                             rotr64 (blake2-impl.h:155 @ 90c0)
  0.10      9.07     0.01                             rotr64 (blake2-impl.h:155 @ 91b5)
  0.10      9.08     0.01                             rotr64 (blake2-impl.h:155 @ 9209)
  0.10      9.09     0.01                             rotr64 (blake2-impl.h:155 @ 935d)
  0.10      9.10     0.01                             rotr64 (blake2-impl.h:155 @ 9367)
  0.10      9.11     0.01                             rotr64 (blake2-impl.h:155 @ 9381)
  0.10      9.12     0.01                             rotr64 (blake2-impl.h:155 @ 93ec)
  0.10      9.13     0.01                             rotr64 (blake2-impl.h:155 @ 940a)
  0.10      9.14     0.01                             rotr64 (blake2-impl.h:155 @ 94c5)
  0.10      9.15     0.01                             rotr64 (blake2-impl.h:155 @ 9547)
  0.10      9.16     0.01                             rotr64 (blake2-impl.h:155 @ 957b)
  0.10      9.17     0.01                             rotr64 (blake2-impl.h:155 @ 95cf)
  0.10      9.18     0.01                             rotr64 (blake2-impl.h:155 @ 9727)
  0.10      9.19     0.01                             rotr64 (blake2-impl.h:155 @ 9731)
  0.10      9.20     0.01                             rotr64 (blake2-impl.h:155 @ 97a5)
  0.10      9.21     0.01                             rotr64 (blake2-impl.h:155 @ 9834)
  0.10      9.22     0.01                             rotr64 (blake2-impl.h:155 @ 9870)
  0.10      9.23     0.01                             rotr64 (blake2-impl.h:155 @ 988e)
