Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.01    122.09     0.02                             blake2b_compress (blake2b-ref.c:207 @ 9341)
  0.01    122.11     0.02                             blake2b_compress (blake2b-ref.c:207 @ 9397)
  0.01    122.12     0.02                             blake2b_compress (blake2b-ref.c:209 @ 9842)
  0.01    122.14     0.02                             blake2b_compress (blake2b-ref.c:210 @ 99f6)
  0.01    122.15     0.02                             blake2b_compress (blake2b-ref.c:210 @ 9a4d)
  0.01    122.17     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9b1a)
  0.01    122.18     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9b5d)
  0.01    122.20     0.02                             blake2b_init0 (blake2b-ref.c:77 @ 9e0a)
  0.01    122.21     0.02                             rotr64 (blake2-impl.h:155 @ 8722)
  0.01    122.23     0.02                             rotr64 (blake2-impl.h:155 @ 91be)
  0.01    122.24     0.02                             rotr64 (blake2-impl.h:155 @ 92bf)
  0.01    122.26     0.02                             rotr64 (blake2-impl.h:155 @ 949f)
  0.01    122.27     0.02                             rotr64 (blake2-impl.h:155 @ 94d3)
  0.01    122.29     0.02                             rotr64 (blake2-impl.h:155 @ 957e)
  0.01    122.30     0.02                             rotr64 (blake2-impl.h:155 @ 993e)
  0.01    122.32     0.02                             rotr64 (blake2-impl.h:155 @ 9a53)
  0.01    122.33     0.02                             rs_infilebuf_fill (buf.c:104 @ 5619)
  0.01    122.35     0.02                             rs_job_drive (job.c:166 @ 6997)
  0.01    122.36     0.02                             rs_outfilebuf_drain (buf.c:158 @ 56f5)
  0.01    122.38     0.02                             blake2b_compress (blake2b-ref.c:204 @ 8df2)
  0.01    122.39     0.02                             blake2b_compress (blake2b-ref.c:205 @ 8f92)
  0.01    122.41     0.02                             blake2b_compress (blake2b-ref.c:206 @ 925b)
  0.01    122.42     0.02                             blake2b_compress (blake2b-ref.c:208 @ 962c)
  0.01    122.44     0.02                             blake2b_compress (blake2b-ref.c:209 @ 9696)
  0.01    122.45     0.02                             rotr64 (blake2-impl.h:155 @ 85f2)
  0.01    122.47     0.02                             rotr64 (blake2-impl.h:155 @ 8dfe)
  0.01    122.48     0.02                             rotr64 (blake2-impl.h:155 @ 8e5e)
  0.01    122.50     0.02                             rotr64 (blake2-impl.h:155 @ 8eb2)
  0.01    122.51     0.02                             rotr64 (blake2-impl.h:155 @ 902e)
  0.01    122.53     0.02                             rotr64 (blake2-impl.h:155 @ 90e2)
  0.01    122.54     0.02                             rotr64 (blake2-impl.h:155 @ 91ae)
  0.01    122.56     0.02                             rotr64 (blake2-impl.h:155 @ 925e)
  0.01    122.57     0.02                             rotr64 (blake2-impl.h:155 @ 940c)
  0.01    122.59     0.02                             rotr64 (blake2-impl.h:155 @ 9693)
  0.01    122.60     0.02                             rs_loadsig_s_weak (readsums.c:61 @ 7bcf)
  0.01    122.61     0.01  1545442     6.47     6.47  blake2b_final (blake2b-ref.c:249 @ a080)
  0.01    122.62     0.01  1147652     8.71     8.71  rs_job_iter (job.c:94 @ 67a0)
  0.01    122.63     0.01  1049088     9.53     9.53  rs_scoop_input (scoop.c:68 @ 7f80)
  0.01    122.64     0.01  1048837     9.54     9.54  rs_suck_n4 (netint.c:110 @ 7660)
  0.01    122.65     0.01  1048837     9.54     9.54  rs_suck_netint (netint.c:95 @ 75e0)
  0.01    122.66     0.01                             RollsumInit (rollsum.h:45 @ 61ee)
  0.01    122.67     0.01                             RollsumUpdate (rollsum.c:38 @ 7dfe)
  0.01    122.68     0.01                             RollsumUpdate (rollsum.c:50 @ 7f39)
  0.01    122.69     0.01                             RollsumUpdate (rollsum.c:50 @ 7f4e)
  0.01    122.70     0.01                             blake2b_compress (blake2b-ref.c:200 @ 85bc)
  0.01    122.71     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8616)
  0.01    122.72     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8661)
  0.01    122.73     0.01                             blake2b_compress (blake2b-ref.c:200 @ 866f)
  0.01    122.74     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8683)
  0.01    122.75     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8696)
  0.01    122.76     0.01                             blake2b_compress (blake2b-ref.c:200 @ 873c)
  0.01    122.77     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8779)
  0.01    122.78     0.01                             blake2b_compress (blake2b-ref.c:200 @ 878d)
  0.01    122.79     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8796)
  0.01    122.80     0.01                             blake2b_compress (blake2b-ref.c:201 @ 882d)
  0.01    122.81     0.01                             blake2b_compress (blake2b-ref.c:201 @ 886c)
  0.01    122.82     0.01                             blake2b_compress (blake2b-ref.c:201 @ 88bc)
  0.01    122.83     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8924)
  0.01    122.84     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8931)
  0.01    122.85     0.01                             blake2b_compress (blake2b-ref.c:202 @ 89ac)
  0.01    122.86     0.01                             blake2b_compress (blake2b-ref.c:202 @ 89c0)
  0.01    122.87     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8a32)
  0.01    122.88     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8a46)
  0.01    122.89     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8aa2)
  0.01    122.90     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8ad5)
  0.01    122.91     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8b14)
  0.01    122.92     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b1b)
  0.01    122.93     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b43)
