Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.21      5.57     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8dea)
  0.21      5.59     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8e3d)
  0.21      5.61     0.02                             blake2b_compress (blake2b-ref.c:205 @ 9157)
  0.21      5.63     0.02                             blake2b_compress (blake2b-ref.c:205 @ 9171)
  0.21      5.65     0.02                             blake2b_compress (blake2b-ref.c:205 @ 9177)
  0.21      5.67     0.02                             blake2b_compress (blake2b-ref.c:205 @ 918c)
  0.21      5.69     0.02                             blake2b_compress (blake2b-ref.c:205 @ 91e9)
  0.21      5.71     0.02                             blake2b_compress (blake2b-ref.c:205 @ 9251)
  0.21      5.73     0.02                             blake2b_compress (blake2b-ref.c:206 @ 9288)
  0.21      5.75     0.02                             blake2b_compress (blake2b-ref.c:206 @ 92bb)
  0.21      5.77     0.02                             blake2b_compress (blake2b-ref.c:206 @ 92d9)
  0.21      5.79     0.02                             blake2b_compress (blake2b-ref.c:206 @ 9311)
  0.21      5.81     0.02                             blake2b_compress (blake2b-ref.c:207 @ 95d5)
  0.21      5.83     0.02                             blake2b_compress (blake2b-ref.c:209 @ 9980)
  0.21      5.85     0.02                             blake2b_compress (blake2b-ref.c:210 @ 9a6d)
  0.21      5.87     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9c79)
  0.21      5.89     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9ca8)
  0.21      5.91     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9d60)
  0.21      5.93     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9e0a)
  0.21      5.95     0.02                             blake2b_init0 (blake2b-ref.c:75 @ 9fbf)
  0.21      5.97     0.02                             blake2b_update.part.0 (blake2b-ref.c:234 @ 9f92)
  0.21      5.99     0.02                             rabinkarp_pow (rabinkarp.c:78 @ 80f0)
  0.21      6.01     0.02                             rabinkarp_pow (rabinkarp.c:79 @ 80f4)
  0.21      6.03     0.02                             rotr64 (blake2-impl.h:155 @ 8740)
  0.21      6.05     0.02                             rotr64 (blake2-impl.h:155 @ 882f)
  0.21      6.07     0.02                             rotr64 (blake2-impl.h:155 @ 8889)
  0.21      6.09     0.02                             rotr64 (blake2-impl.h:155 @ 8a08)
  0.21      6.11     0.02                             rotr64 (blake2-impl.h:155 @ 8bde)
  0.21      6.13     0.02                             rotr64 (blake2-impl.h:155 @ 90a9)
  0.21      6.15     0.02                             rotr64 (blake2-impl.h:155 @ 90cd)
  0.21      6.17     0.02                             rotr64 (blake2-impl.h:155 @ 91e5)
  0.21      6.19     0.02                             rotr64 (blake2-impl.h:155 @ 9211)
  0.21      6.21     0.02                             rotr64 (blake2-impl.h:155 @ 9240)
  0.21      6.23     0.02                             rotr64 (blake2-impl.h:155 @ 9408)
  0.21      6.25     0.02                             rotr64 (blake2-impl.h:155 @ 948d)
  0.21      6.27     0.02                             rotr64 (blake2-impl.h:155 @ 9580)
  0.21      6.29     0.02                             rotr64 (blake2-impl.h:155 @ 95f9)
  0.21      6.31     0.02                             rotr64 (blake2-impl.h:155 @ 9991)
  0.21      6.33     0.02                             rotr64 (blake2-impl.h:155 @ 9a65)
  0.21      6.35     0.02                             rotr64 (blake2-impl.h:155 @ 9b92)
  0.21      6.37     0.02                             rotr64 (blake2-impl.h:155 @ 9de0)
  0.21      6.39     0.02                             rs_scoop_advance (scoop.c:133 @ 8384)
  0.21      6.41     0.02                             rs_scoop_total_avail (scoop.c:230 @ 83ea)
  0.21      6.43     0.02                             rs_sig_s_generate (mksum.c:113 @ 73cf)
  0.21      6.45     0.02                             rs_tube_write (tube.c:198 @ 8627)
  0.16      6.47     0.02  1048579    14.31    14.31  rs_squirt_n4 (netint.c:80 @ 7580)
  0.16      6.48     0.02                             blake2b_compress (blake2b-ref.c:201 @ 89d7)
  0.16      6.50     0.02                             blake2b_compress (blake2b-ref.c:201 @ 8ae2)
  0.16      6.51     0.02                             blake2b_compress (blake2b-ref.c:202 @ 8bd2)
  0.16      6.53     0.02                             blake2b_compress (blake2b-ref.c:202 @ 8be6)
  0.16      6.54     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8d97)
  0.16      6.56     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8dfa)
  0.16      6.57     0.02                             blake2b_compress (blake2b-ref.c:204 @ 8efb)
  0.16      6.59     0.02                             blake2b_compress (blake2b-ref.c:204 @ 9042)
  0.16      6.60     0.02                             blake2b_compress (blake2b-ref.c:205 @ 90c7)
  0.16      6.62     0.02                             blake2b_compress (blake2b-ref.c:207 @ 9517)
  0.16      6.63     0.02                             blake2b_compress (blake2b-ref.c:207 @ 95fd)
  0.16      6.65     0.02                             blake2b_compress (blake2b-ref.c:208 @ 9743)
  0.16      6.66     0.02                             blake2b_compress (blake2b-ref.c:208 @ 97ea)
  0.16      6.68     0.02                             blake2b_compress (blake2b-ref.c:209 @ 9847)
  0.16      6.69     0.02                             blake2b_compress (blake2b-ref.c:209 @ 99e2)
  0.16      6.71     0.02                             blake2b_compress (blake2b-ref.c:210 @ 9b8c)
  0.16      6.72     0.02                             blake2b_compress (blake2b-ref.c:210 @ 9be3)
  0.16      6.74     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9c11)
  0.16      6.75     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9cba)
  0.16      6.77     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9d9f)
  0.16      6.78     0.02                             blake2b_final (blake2b-ref.c:270 @ a30b)
  0.16      6.80     0.02                             blake2b_init_param (blake2b-ref.c:89 @ a04a)
  0.16      6.81     0.02                             blake2b_update (blake2b-ref.c:243 @ 9eaa)
  0.16      6.83     0.02                             rotr64 (blake2-impl.h:155 @ 8bca)
  0.16      6.84     0.02                             rotr64 (blake2-impl.h:155 @ 8bff)
  0.16      6.86     0.02                             rotr64 (blake2-impl.h:155 @ 8cf3)
  0.16      6.87     0.02                             rotr64 (blake2-impl.h:155 @ 8de6)
  0.16      6.89     0.02                             rotr64 (blake2-impl.h:155 @ 8e8e)
  0.16      6.90     0.02                             rotr64 (blake2-impl.h:155 @ 903e)
  0.16      6.92     0.02                             rotr64 (blake2-impl.h:155 @ 926e)
  0.16      6.93     0.02                             rotr64 (blake2-impl.h:155 @ 9473)
  0.16      6.95     0.02                             rotr64 (blake2-impl.h:155 @ 95ac)
  0.16      6.96     0.02                             rotr64 (blake2-impl.h:155 @ 973f)
  0.16      6.98     0.02                             rotr64 (blake2-impl.h:155 @ 9a33)
  0.16      6.99     0.02                             rotr64 (blake2-impl.h:155 @ 9bdf)
  0.11      7.00     0.01  2097155     4.77     4.77  rs_tube_write (tube.c:193 @ 8600)
  0.11      7.01     0.01  1048576     9.54     9.54  blake2b_final (blake2b-ref.c:249 @ a220)
  0.11      7.02     0.01                             RollsumUpdate (rollsum.c:38 @ 7f80)
  0.11      7.03     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8766)
  0.11      7.04     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8770)
  0.11      7.05     0.01                             blake2b_compress (blake2b-ref.c:200 @ 877a)
  0.11      7.06     0.01                             blake2b_compress (blake2b-ref.c:200 @ 880f)
  0.11      7.07     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8823)
  0.11      7.08     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8836)
  0.11      7.09     0.01                             blake2b_compress (blake2b-ref.c:200 @ 885e)
  0.11      7.10     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8891)
  0.11      7.11     0.01                             blake2b_compress (blake2b-ref.c:200 @ 890b)
  0.11      7.12     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8919)
  0.11      7.13     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89c3)
  0.11      7.14     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89f1)
  0.11      7.15     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89f7)
  0.11      7.16     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a42)
  0.11      7.17     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a5c)
  0.11      7.18     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a95)
  0.11      7.19     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8ab9)
  0.11      7.20     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b4c)
  0.11      7.21     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b9f)
  0.11      7.22     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c03)
  0.11      7.23     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c13)
  0.11      7.24     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c57)
  0.11      7.25     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8caa)
  0.11      7.26     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d11)
  0.11      7.27     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8db7)
  0.11      7.28     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8dcc)
  0.11      7.29     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8e55)
  0.11      7.30     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8eaf)
  0.11      7.31     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8f2d)
  0.11      7.32     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8fa6)
  0.11      7.33     0.01                             blake2b_compress (blake2b-ref.c:204 @ 9017)
  0.11      7.34     0.01                             blake2b_compress (blake2b-ref.c:204 @ 9035)
  0.11      7.35     0.01                             blake2b_compress (blake2b-ref.c:205 @ 90db)
  0.11      7.36     0.01                             blake2b_compress (blake2b-ref.c:205 @ 91d1)
  0.11      7.37     0.01                             blake2b_compress (blake2b-ref.c:205 @ 91dc)
  0.11      7.38     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9200)
  0.11      7.39     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9262)
  0.11      7.40     0.01                             blake2b_compress (blake2b-ref.c:206 @ 9366)
  0.11      7.41     0.01                             blake2b_compress (blake2b-ref.c:206 @ 9379)
  0.11      7.42     0.01                             blake2b_compress (blake2b-ref.c:206 @ 93d7)
  0.11      7.43     0.01                             blake2b_compress (blake2b-ref.c:206 @ 93f5)
  0.11      7.44     0.01                             blake2b_compress (blake2b-ref.c:206 @ 942a)
  0.11      7.45     0.01                             blake2b_compress (blake2b-ref.c:206 @ 943b)
  0.11      7.46     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9476)
  0.11      7.47     0.01                             blake2b_compress (blake2b-ref.c:207 @ 949b)
  0.11      7.48     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94a4)
  0.11      7.49     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94c9)
  0.11      7.50     0.01                             blake2b_compress (blake2b-ref.c:207 @ 950d)
  0.11      7.51     0.01                             blake2b_compress (blake2b-ref.c:207 @ 954c)
  0.11      7.52     0.01                             blake2b_compress (blake2b-ref.c:207 @ 95bd)
  0.11      7.53     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9699)
  0.11      7.54     0.01                             blake2b_compress (blake2b-ref.c:208 @ 96ad)
  0.11      7.55     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9753)
  0.11      7.56     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9782)
  0.11      7.57     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9797)
  0.11      7.58     0.01                             blake2b_compress (blake2b-ref.c:208 @ 97b5)
  0.11      7.59     0.01                             blake2b_compress (blake2b-ref.c:208 @ 97bb)
  0.11      7.60     0.01                             blake2b_compress (blake2b-ref.c:208 @ 982d)
  0.11      7.61     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9836)
  0.11      7.62     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9889)
  0.11      7.63     0.01                             blake2b_compress (blake2b-ref.c:209 @ 98a1)
  0.11      7.64     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9995)
  0.11      7.65     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b13)
  0.11      7.66     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9baa)
  0.11      7.67     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9bbb)
  0.11      7.68     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9bd9)
  0.11      7.69     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c6b)
  0.11      7.70     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c91)
  0.11      7.71     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9cdc)
  0.11      7.72     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9cfd)
  0.11      7.73     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d07)
  0.11      7.74     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d22)
  0.11      7.75     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d8d)
  0.11      7.76     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9db0)
  0.11      7.77     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9dd6)
  0.11      7.78     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9df1)
  0.11      7.79     0.01                             blake2b_final (blake2b-ref.c:253 @ a24f)
  0.11      7.80     0.01                             blake2b_final (blake2b-ref.c:264 @ a2ca)
  0.11      7.81     0.01                             blake2b_final (blake2b-ref.c:264 @ a2d9)
  0.11      7.82     0.01                             blake2b_increment_counter (blake2b-ref.c:68 @ 9ed7)
  0.11      7.83     0.01                             blake2b_increment_counter (blake2b-ref.c:68 @ 9f30)
