Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.12     78.68     0.10                             hashtable_find (hashtable.h:327 @ 475f)
  0.12     78.78     0.10                             hashtable_getbloom (hashtable.h:166 @ 4764)
  0.10     78.86     0.08                             rs_delta_s_scan (delta.c:135 @ 5f26)
  0.08     78.93     0.07                             blake2b_compress (blake2b-ref.c:200 @ 86aa)
  0.08     79.00     0.07                             hashtable_add (hashtable.h:305 @ 4b89)
  0.07     79.06     0.06                             blake2b_compress (blake2b-ref.c:178 @ 865c)
  0.07     79.12     0.06                             blake2b_compress (blake2b-ref.c:206 @ 9393)
  0.07     79.18     0.06                             hashtable_getbloom (hashtable.h:167 @ 4a2b)
  0.07     79.24     0.06  1048577    52.46    52.46  rs_delta_s_scan (delta.c:120 @ 5e90)
  0.06     79.29     0.05                             blake2b_compress (blake2b-ref.c:187 @ 8689)
  0.06     79.34     0.05                             blake2b_compress (blake2b-ref.c:203 @ 8e04)
  0.06     79.39     0.05                             blake2b_compress (blake2b-ref.c:204 @ 8ec8)
  0.06     79.44     0.05                             rs_findmatch (delta.c:228 @ 5fef)
  0.05     79.48     0.04  4834062     8.28     8.28  rs_tube_catchup (tube.c:137 @ 83f0)
  0.05     79.52     0.04                             hashtable_find (hashtable.h:336 @ 47f9)
  0.05     79.56     0.04                             rabinkarp_update (rabinkarp.c:92 @ 80a3)
  0.05     79.60     0.04                             rs_block_match_cmp (sumset.c:68 @ 47fd)
  0.05     79.64     0.04                             rs_build_hash_table (sumset.c:286 @ 4bce)
  0.05     79.68     0.04                             rs_scoop_input (scoop.c:104 @ 81d2)
  0.05     79.72     0.04                             rs_tube_catchup (tube.c:157 @ 8424)
  0.04     79.75     0.04  5894604     5.94     5.94  blake2b_compress (blake2b-ref.c:178 @ 8640)
  0.04     79.79     0.04                             blake2b_compress (blake2b-ref.c:211 @ 9df1)
  0.04     79.82     0.04                             hashtable_find (hashtable.h:336 @ 484d)
  0.04     79.85     0.03                             blake2b_compress (blake2b-ref.c:188 @ 8698)
  0.04     79.88     0.03                             blake2b_compress (blake2b-ref.c:200 @ 87b6)
  0.04     79.91     0.03                             blake2b_compress (blake2b-ref.c:200 @ 87d6)
  0.04     79.94     0.03                             blake2b_compress (blake2b-ref.c:202 @ 8c13)
  0.04     79.97     0.03                             blake2b_compress (blake2b-ref.c:202 @ 8c57)
  0.04     80.00     0.03                             blake2b_compress (blake2b-ref.c:204 @ 8fd3)
  0.04     80.03     0.03                             blake2b_compress (blake2b-ref.c:204 @ 906a)
  0.04     80.06     0.03                             blake2b_compress (blake2b-ref.c:206 @ 9311)
  0.04     80.09     0.03                             blake2b_compress (blake2b-ref.c:211 @ 9ca8)
  0.04     80.12     0.03                             blake2b_compress (blake2b-ref.c:211 @ 9d07)
  0.04     80.15     0.03                             hashtable_find (hashtable.h:332 @ 4a40)
  0.04     80.18     0.03                             rotr64 (blake2-impl.h:155 @ 9a80)
  0.04     80.21     0.03                             rs_findmatch (delta.c:228 @ 5ff7)
  0.04     80.24     0.03                             rs_infilebuf_fill (buf.c:103 @ 56d4)
  0.04     80.27     0.03                             rs_infilebuf_fill (buf.c:104 @ 56e9)
  0.04     80.30     0.03                             rs_signature_find_match (sumset.c:254 @ 48b1)
  0.04     80.33     0.03                             rs_tube_catchup (tube.c:138 @ 8407)
  0.04     80.36     0.03                             secure_zero_memory (blake2-impl.h:162 @ a2f6)
  0.03     80.39     0.03                             blake2b_compress (blake2b-ref.c:183 @ 865a)
  0.03     80.41     0.03                             blake2b_compress (blake2b-ref.c:205 @ 9143)
  0.03     80.44     0.03                             blake2b_compress (blake2b-ref.c:206 @ 942a)
  0.03     80.46     0.03                             blake2b_compress (blake2b-ref.c:206 @ 946d)
  0.03     80.49     0.03                             blake2b_compress (blake2b-ref.c:208 @ 9753)
  0.02     80.51     0.02  1147652    17.43    17.43  rs_infilebuf_fill (buf.c:78 @ 5670)
  0.02     80.53     0.02  1146882    17.44    17.44  rs_outfilebuf_drain (buf.c:131 @ 5760)
  0.02     80.55     0.02  1048837    19.07    19.07  rs_suck_netint (netint.c:95 @ 75f0)
  0.02     80.57     0.02                             RollsumUpdate (rollsum.c:38 @ 7f80)
  0.02     80.59     0.02                             blake2b_compress (blake2b-ref.c:200 @ 8744)
  0.02     80.61     0.02                             blake2b_compress (blake2b-ref.c:200 @ 88dc)
  0.02     80.63     0.02                             blake2b_compress (blake2b-ref.c:201 @ 8a0c)
  0.02     80.65     0.02                             blake2b_compress (blake2b-ref.c:202 @ 8b08)
  0.02     80.67     0.02                             blake2b_compress (blake2b-ref.c:202 @ 8b4c)
  0.02     80.69     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8d07)
  0.02     80.71     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8d83)
  0.02     80.73     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8e7d)
  0.02     80.75     0.02                             blake2b_compress (blake2b-ref.c:204 @ 8efb)
  0.02     80.77     0.02                             blake2b_compress (blake2b-ref.c:205 @ 918c)
  0.02     80.79     0.02                             blake2b_compress (blake2b-ref.c:206 @ 92bb)
  0.02     80.81     0.02                             blake2b_compress (blake2b-ref.c:206 @ 9352)
  0.02     80.83     0.02                             blake2b_compress (blake2b-ref.c:206 @ 9459)
  0.02     80.85     0.02                             blake2b_compress (blake2b-ref.c:207 @ 9491)
  0.02     80.87     0.02                             blake2b_compress (blake2b-ref.c:207 @ 9517)
  0.02     80.89     0.02                             blake2b_compress (blake2b-ref.c:207 @ 956a)
  0.02     80.91     0.02                             blake2b_compress (blake2b-ref.c:207 @ 95b3)
  0.02     80.93     0.02                             blake2b_compress (blake2b-ref.c:209 @ 985b)
  0.02     80.95     0.02                             blake2b_compress (blake2b-ref.c:209 @ 990c)
  0.02     80.97     0.02                             blake2b_compress (blake2b-ref.c:209 @ 9980)
  0.02     80.99     0.02                             blake2b_compress (blake2b-ref.c:209 @ 9995)
  0.02     81.01     0.02                             blake2b_compress (blake2b-ref.c:210 @ 9a91)
  0.02     81.03     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9c1b)
  0.02     81.05     0.02                             blake2b_compress (blake2b-ref.c:216 @ 9e46)
  0.02     81.07     0.02                             blake2b_init (blake2b-ref.c:102 @ a08e)
  0.02     81.09     0.02                             blake2b_init0 (blake2b-ref.c:75 @ 9fbf)
  0.02     81.11     0.02                             blake2b_init0 (blake2b-ref.c:77 @ 9fe5)
  0.02     81.13     0.02                             blake2b_update (blake2b-ref.c:246 @ 9eb1)
  0.02     81.15     0.02                             blake2b_update (blake2b-ref.c:235 @ 9f08)
  0.02     81.17     0.02                             hashtable_add (hashtable.h:308 @ 4bc6)
  0.02     81.19     0.02                             nozero (hashtable.h:185 @ 4b4e)
  0.02     81.21     0.02                             rabinkarp_update (rabinkarp.c:94 @ 809f)
  0.02     81.23     0.02                             rotr64 (blake2-impl.h:155 @ 8ffe)
  0.02     81.25     0.02                             rotr64 (blake2-impl.h:155 @ 94a1)
  0.02     81.27     0.02                             rotr64 (blake2-impl.h:155 @ 9af2)
  0.02     81.29     0.02                             rotr64 (blake2-impl.h:155 @ 9c6e)
  0.02     81.31     0.02                             rs_appendflush (delta.c:309 @ 6289)
  0.02     81.33     0.02                             rs_delta_s_scan (delta.c:121 @ 5ea7)
  0.02     81.35     0.02                             rs_delta_s_scan (delta.c:149 @ 6063)
  0.02     81.37     0.02                             rs_getinput (delta.c:209 @ 6290)
  0.02     81.39     0.02                             rs_job_iter (job.c:101 @ 67c7)
  0.02     81.41     0.02                             rs_scoop_input (scoop.c:105 @ 81d9)
  0.02     81.43     0.02                             rs_scoop_readahead (scoop.c:153 @ 82b1)
  0.02     81.45     0.02                             rs_scoop_total_avail (scoop.c:230 @ 83ea)
  0.02     81.47     0.02                             rs_suck_netint (netint.c:104 @ 762c)
  0.02     81.49     0.02                             rs_suck_netint (netint.c:107 @ 7659)
  0.02     81.51     0.02                             rs_tube_catchup (tube.c:137 @ 840e)
  0.02     81.53     0.02                             store64 (blake2-impl.h:112 @ a2d0)
  0.02     81.54     0.02                             blake2b_compress (blake2b-ref.c:200 @ 8784)
  0.02     81.56     0.02                             blake2b_compress (blake2b-ref.c:200 @ 885e)
  0.02     81.57     0.02                             blake2b_compress (blake2b-ref.c:200 @ 890b)
  0.02     81.59     0.02                             blake2b_compress (blake2b-ref.c:202 @ 8b9f)
  0.02     81.60     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8dfa)
  0.02     81.62     0.02                             blake2b_compress (blake2b-ref.c:204 @ 8f92)
  0.02     81.63     0.02                             blake2b_compress (blake2b-ref.c:204 @ 9017)
  0.02     81.65     0.02                             blake2b_compress (blake2b-ref.c:204 @ 90ad)
  0.02     81.66     0.02                             blake2b_compress (blake2b-ref.c:209 @ 98a1)
  0.02     81.68     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9d3e)
  0.02     81.69     0.02                             blake2b_update (blake2b-ref.c:227 @ 9e77)
  0.02     81.71     0.02                             hashtable_add (hashtable.h:307 @ 4bc1)
  0.02     81.72     0.02                             rotr64 (blake2-impl.h:155 @ 8df6)
  0.02     81.74     0.02                             rotr64 (blake2-impl.h:155 @ 912e)
  0.02     81.75     0.02                             rotr64 (blake2-impl.h:155 @ 9473)
  0.02     81.77     0.02                             rotr64 (blake2-impl.h:155 @ 9b92)
  0.02     81.78     0.02                             rs_block_sig_ptr (sumset.c:106 @ 49db)
  0.02     81.80     0.02                             rs_block_sig_ptr (sumset.c:105 @ 49e0)
  0.02     81.81     0.02                             rs_calc_strong_sum (checksum.c:64 @ 58f0)
  0.02     81.83     0.02                             rs_outfilebuf_drain (buf.c:157 @ 57b0)
  0.02     81.84     0.02                             rs_outfilebuf_drain (buf.c:158 @ 57c5)
  0.02     81.86     0.02                             rs_suck_n4 (netint.c:117 @ 769a)
  0.02     81.87     0.02                             rs_tube_catchup (tube.c:144 @ 8416)
  0.01     81.88     0.01  2097925     4.77     4.77  rs_scoop_read (scoop.c:193 @ 8340)
  0.01     81.89     0.01  1147652     8.71     8.71  rs_job_iter (job.c:94 @ 67b0)
  0.01     81.90     0.01  1049088     9.53     9.53  rs_scoop_input (scoop.c:68 @ 8120)
  0.01     81.91     0.01  1048837     9.54     9.54  rs_suck_n4 (netint.c:110 @ 7670)
  0.01     81.92     0.01  1048834     9.54     9.54  rs_loadsig_s_weak (readsums.c:57 @ 7bd0)
  0.01     81.93     0.01  1048578     9.54     9.54  rs_scoop_total_avail (scoop.c:228 @ 83d0)
  0.01     81.94     0.01   654956    15.27    15.27  blake2b_init (blake2b-ref.c:99 @ a080)
  0.01     81.95     0.01   654956    15.27    15.27  blake2b_init_param (blake2b-ref.c:82 @ 9fa0)
  0.01     81.96     0.01   524288    19.08    19.08  rabinkarp_update (rabinkarp.c:88 @ 7f90)
  0.01     81.97     0.01                             blake2b_compress (blake2b-ref.c:187 @ 86a0)
  0.01     81.98     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8795)
  0.01     81.99     0.01                             blake2b_compress (blake2b-ref.c:200 @ 880f)
  0.01     82.00     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8936)
  0.01     82.01     0.01                             blake2b_compress (blake2b-ref.c:201 @ 895b)
  0.01     82.02     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89a1)
  0.01     82.03     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89cd)
  0.01     82.04     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89d7)
  0.01     82.05     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89f1)
  0.01     82.06     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89f7)
  0.01     82.07     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a51)
  0.01     82.08     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a69)
  0.01     82.09     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a80)
  0.01     82.10     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8ae2)
  0.01     82.11     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b79)
  0.01     82.12     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c42)
  0.01     82.13     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8caa)
  0.01     82.14     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d11)
  0.01     82.15     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8dcc)
  0.01     82.16     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8f58)
  0.01     82.17     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8fa6)
  0.01     82.18     0.01                             blake2b_compress (blake2b-ref.c:204 @ 903b)
  0.01     82.19     0.01                             blake2b_compress (blake2b-ref.c:204 @ 9056)
  0.01     82.20     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9132)
  0.01     82.21     0.01                             blake2b_compress (blake2b-ref.c:206 @ 92d9)
  0.01     82.22     0.01                             blake2b_compress (blake2b-ref.c:206 @ 92ed)
  0.01     82.23     0.01                             blake2b_compress (blake2b-ref.c:206 @ 9366)
  0.01     82.24     0.01                             blake2b_compress (blake2b-ref.c:206 @ 9416)
  0.01     82.25     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9476)
  0.01     82.26     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94a4)
  0.01     82.27     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94e1)
  0.01     82.28     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9503)
  0.01     82.29     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9531)
  0.01     82.30     0.01                             blake2b_compress (blake2b-ref.c:207 @ 961b)
  0.01     82.31     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9648)
  0.01     82.32     0.01                             blake2b_compress (blake2b-ref.c:208 @ 967b)
  0.01     82.33     0.01                             blake2b_compress (blake2b-ref.c:208 @ 96d8)
  0.01     82.34     0.01                             blake2b_compress (blake2b-ref.c:208 @ 97ea)
  0.01     82.35     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9812)
  0.01     82.36     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9864)
  0.01     82.37     0.01                             blake2b_compress (blake2b-ref.c:209 @ 98f7)
  0.01     82.38     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b03)
  0.01     82.39     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b13)
  0.01     82.40     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b8c)
  0.01     82.41     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9bc8)
  0.01     82.42     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9be3)
  0.01     82.43     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c07)
  0.01     82.44     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c35)
  0.01     82.45     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c79)
  0.01     82.46     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c91)
  0.01     82.47     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9ccf)
  0.01     82.48     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9db0)
  0.01     82.49     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9de4)
  0.01     82.50     0.01                             blake2b_compress (blake2b-ref.c:213 @ 9e22)
  0.01     82.51     0.01                             blake2b_final (blake2b-ref.c:250 @ a235)
  0.01     82.52     0.01                             blake2b_final (blake2b-ref.c:261 @ a2a4)
  0.01     82.53     0.01                             blake2b_final (blake2b-ref.c:262 @ a2bb)
  0.01     82.54     0.01                             blake2b_increment_counter (blake2b-ref.c:69 @ 9f50)
  0.01     82.55     0.01                             blake2b_increment_counter (blake2b-ref.c:68 @ a279)
  0.01     82.56     0.01                             blake2b_init0 (blake2b-ref.c:77 @ 9faa)
  0.01     82.57     0.01                             blake2b_init_key (blake2b-ref.c:124 @ a1f8)
  0.01     82.58     0.01                             blake2b_init_param (blake2b-ref.c:89 @ a04a)
  0.01     82.59     0.01                             blake2b_init_param (blake2b-ref.c:90 @ a054)
  0.01     82.60     0.01                             blake2b_init_param (blake2b-ref.c:89 @ a05c)
  0.01     82.61     0.01                             blake2b_init_param (blake2b-ref.c:94 @ a071)
  0.01     82.62     0.01                             blake2b_set_lastblock (blake2b-ref.c:63 @ a29b)
  0.01     82.63     0.01                             blake2b_update (blake2b-ref.c:227 @ 9e83)
  0.01     82.64     0.01                             blake2b_update.part.0 (blake2b-ref.c:234 @ 9f92)
  0.01     82.65     0.01                             hashtable_find (hashtable.h:329 @ 4a37)
  0.01     82.66     0.01                             hashtable_setbloom (hashtable.h:160 @ 4b7b)
  0.01     82.67     0.01                             nozero (hashtable.h:185 @ 49fc)
  0.01     82.68     0.01                             rabinkarp_update (rabinkarp.c:92 @ 7f9d)
  0.01     82.69     0.01                             rabinkarp_update (rabinkarp.c:92 @ 8110)
  0.01     82.70     0.01                             rotr64 (blake2-impl.h:155 @ 8740)
  0.01     82.71     0.01                             rotr64 (blake2-impl.h:155 @ 882f)
  0.01     82.72     0.01                             rotr64 (blake2-impl.h:155 @ 8889)
  0.01     82.73     0.01                             rotr64 (blake2-impl.h:155 @ 89ae)
  0.01     82.74     0.01                             rotr64 (blake2-impl.h:155 @ 89b8)
  0.01     82.75     0.01                             rotr64 (blake2-impl.h:155 @ 8a29)
  0.01     82.76     0.01                             rotr64 (blake2-impl.h:155 @ 8b44)
  0.01     82.77     0.01                             rotr64 (blake2-impl.h:155 @ 8c3e)
  0.01     82.78     0.01                             rotr64 (blake2-impl.h:155 @ 8c53)
  0.01     82.79     0.01                             rotr64 (blake2-impl.h:155 @ 8d21)
  0.01     82.80     0.01                             rotr64 (blake2-impl.h:155 @ 8d5d)
  0.01     82.81     0.01                             rotr64 (blake2-impl.h:155 @ 8d6e)
  0.01     82.82     0.01                             rotr64 (blake2-impl.h:155 @ 8dc8)
  0.01     82.83     0.01                             rotr64 (blake2-impl.h:155 @ 8dd5)
  0.01     82.84     0.01                             rotr64 (blake2-impl.h:155 @ 8e51)
  0.01     82.85     0.01                             rotr64 (blake2-impl.h:155 @ 8f11)
  0.01     82.86     0.01                             rotr64 (blake2-impl.h:155 @ 8f8e)
  0.01     82.87     0.01                             rotr64 (blake2-impl.h:155 @ 8f9e)
  0.01     82.88     0.01                             rotr64 (blake2-impl.h:155 @ 903e)
  0.01     82.89     0.01                             rotr64 (blake2-impl.h:155 @ 9048)
  0.01     82.90     0.01                             rotr64 (blake2-impl.h:155 @ 9052)
  0.01     82.91     0.01                             rotr64 (blake2-impl.h:155 @ 913f)
  0.01     82.92     0.01                             rotr64 (blake2-impl.h:155 @ 91a9)
  0.01     82.93     0.01                             rotr64 (blake2-impl.h:155 @ 91d4)
  0.01     82.94     0.01                             rotr64 (blake2-impl.h:155 @ 9282)
  0.01     82.95     0.01                             rotr64 (blake2-impl.h:155 @ 92d1)
  0.01     82.96     0.01                             rotr64 (blake2-impl.h:155 @ 9300)
  0.01     82.97     0.01                             rotr64 (blake2-impl.h:155 @ 934e)
  0.01     82.98     0.01                             rotr64 (blake2-impl.h:155 @ 9372)
  0.01     82.99     0.01                             rotr64 (blake2-impl.h:155 @ 9408)
  0.01     83.00     0.01                             rotr64 (blake2-impl.h:155 @ 9427)
  0.01     83.01     0.01                             rotr64 (blake2-impl.h:155 @ 948d)
  0.01     83.02     0.01                             rotr64 (blake2-impl.h:155 @ 9566)
  0.01     83.03     0.01                             rotr64 (blake2-impl.h:155 @ 95b9)
  0.01     83.04     0.01                             rotr64 (blake2-impl.h:155 @ 96c7)
  0.01     83.05     0.01                             rotr64 (blake2-impl.h:155 @ 970e)
  0.01     83.06     0.01                             rotr64 (blake2-impl.h:155 @ 977e)
  0.01     83.07     0.01                             rotr64 (blake2-impl.h:155 @ 978c)
  0.01     83.08     0.01                             rotr64 (blake2-impl.h:155 @ 97c8)
  0.01     83.09     0.01                             rotr64 (blake2-impl.h:155 @ 980e)
  0.01     83.10     0.01                             rotr64 (blake2-impl.h:155 @ 9857)
  0.01     83.11     0.01                             rotr64 (blake2-impl.h:155 @ 9908)
  0.01     83.12     0.01                             rotr64 (blake2-impl.h:155 @ 9929)
  0.01     83.13     0.01                             rotr64 (blake2-impl.h:155 @ 9954)
  0.01     83.14     0.01                             rotr64 (blake2-impl.h:155 @ 9a33)
  0.01     83.15     0.01                             rotr64 (blake2-impl.h:155 @ 9a65)
  0.01     83.16     0.01                             rotr64 (blake2-impl.h:155 @ 9bd2)
  0.01     83.17     0.01                             rotr64 (blake2-impl.h:155 @ 9bdf)
  0.01     83.18     0.01                             rotr64 (blake2-impl.h:155 @ 9ca0)
  0.01     83.19     0.01                             rotr64 (blake2-impl.h:155 @ 9ce9)
  0.01     83.20     0.01                             rotr64 (blake2-impl.h:155 @ 9dac)
  0.01     83.21     0.01                             rs_appendmiss (delta.c:291 @ 6057)
  0.01     83.22     0.01                             rs_block_sig_idx (sumset.c:114 @ 48ae)
  0.01     83.23     0.01                             rs_block_sig_init (sumset.c:37 @ 49f7)
  0.01     83.24     0.01                             rs_block_sig_ptr (sumset.c:106 @ 46a0)
  0.01     83.25     0.01                             rs_filebuf_free (buf.c:71 @ 5663)
  0.01     83.26     0.01                             rs_getinput (delta.c:208 @ 5eb7)
  0.01     83.27     0.01                             rs_infilebuf_fill (buf.c:93 @ 5687)
  0.01     83.28     0.01                             rs_infilebuf_fill (buf.c:93 @ 56bb)
  0.01     83.29     0.01                             rs_job_drive (job.c:175 @ 697d)
  0.01     83.30     0.01                             rs_job_drive (job.c:161 @ 6990)
  0.01     83.31     0.01                             rs_job_iter (job.c:114 @ 687b)
  0.01     83.32     0.01                             rs_job_work (job.c:125 @ 67e0)
  0.01     83.33     0.01                             rs_job_work (job.c:126 @ 67eb)
  0.01     83.34     0.01                             rs_loadsig_s_magic (readsums.c:135 @ 7bc5)
  0.01     83.35     0.01                             rs_loadsig_s_strong (readsums.c:80 @ 7d65)
  0.01     83.36     0.01                             rs_loadsig_s_stronglen (readsums.c:104 @ 7d21)
  0.01     83.37     0.01                             rs_loadsig_s_weak (readsums.c:61 @ 7bdf)
  0.01     83.38     0.01                             rs_outfilebuf_drain (buf.c:152 @ 5796)
  0.01     83.39     0.01                             rs_outfilebuf_drain (buf.c:170 @ 579a)
  0.01     83.40     0.01                             rs_scoop_advance (scoop.c:133 @ 8384)
  0.01     83.41     0.01                             rs_scoop_input (scoop.c:102 @ 81be)
  0.01     83.42     0.01                             rs_scoop_input (scoop.c:93 @ 8212)
  0.01     83.43     0.01                             rs_scoop_readahead (scoop.c:179 @ 831e)
  0.01     83.44     0.01                             rs_scoop_total_avail (scoop.c:229 @ 83da)
  0.01     83.45     0.01                             rs_signature_add_block (sumset.c:234 @ 467d)
  0.01     83.46     0.01                             rs_squirt_byte (netint.c:55 @ 7530)
  0.01     83.47     0.01                             rs_suck_n4 (netint.c:114 @ 767f)
  0.01     83.48     0.01                             rs_suck_n4 (netint.c:114 @ 7687)
  0.01     83.49     0.01                             rs_tube_write (tube.c:199 @ 862e)
  0.01     83.50     0.01  1049088     4.77     4.77  rs_loadsig_s_strong (readsums.c:72 @ 7d30)
  0.01     83.50     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8823)
  0.01     83.51     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8836)
  0.01     83.51     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8923)
  0.01     83.52     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a42)
  0.01     83.52     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8be6)
  0.01     83.53     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c03)
  0.01     83.53     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c96)
  0.01     83.54     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8cb4)
  0.01     83.54     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8cbb)
