Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ns/call  ns/call  name    
  0.07     44.96     0.04                             blake2b_compress (blake2b-ref.c:200 @ 886a)
  0.06     44.99     0.03                             blake2b_compress (blake2b-ref.c:200 @ 87fe)
  0.06     45.02     0.03                             blake2b_compress (blake2b-ref.c:202 @ 8b3f)
  0.06     45.05     0.03                             blake2b_compress (blake2b-ref.c:205 @ 91b5)
  0.06     45.08     0.03                             blake2b_compress (blake2b-ref.c:208 @ 95e8)
  0.06     45.11     0.03                             blake2b_compress (blake2b-ref.c:209 @ 9877)
  0.06     45.14     0.03                             blake2b_compress (blake2b-ref.c:211 @ 9c19)
  0.06     45.17     0.03                             blake2b_compress (blake2b-ref.c:213 @ 9dc2)
  0.06     45.20     0.03                             rabinkarp_update (rabinkarp.c:92 @ 7f3d)
  0.06     45.23     0.03                             rotr64 (blake2-impl.h:155 @ 89f4)
  0.06     45.26     0.03                             rotr64 (blake2-impl.h:155 @ 9a20)
  0.06     45.29     0.03                             weaksum_rotate (checksum.h:92 @ 5f0e)
  0.05     45.32     0.03                             blake2b_compress (blake2b-ref.c:201 @ 88d6)
  0.05     45.34     0.03                             blake2b_compress (blake2b-ref.c:202 @ 8bb3)
  0.05     45.37     0.03                             blake2b_compress (blake2b-ref.c:205 @ 90f7)
  0.05     45.39     0.03                             blake2b_compress (blake2b-ref.c:206 @ 925b)
  0.05     45.42     0.03                             blake2b_compress (blake2b-ref.c:207 @ 959d)
  0.05     45.44     0.03                             blake2b_compress (blake2b-ref.c:216 @ 9de6)
  0.05     45.47     0.03                             rotr64 (blake2-impl.h:155 @ 87bb)
  0.05     45.49     0.03                             rotr64 (blake2-impl.h:155 @ 8862)
  0.04     45.51     0.02    65613   304.86   304.86  rs_scoop_read (scoop.c:193 @ 82e0)
  0.04     45.53     0.02                             blake2b_compress (blake2b-ref.c:188 @ 8638)
  0.04     45.55     0.02                             blake2b_compress (blake2b-ref.c:200 @ 8735)
  0.04     45.57     0.02                             blake2b_compress (blake2b-ref.c:201 @ 88fb)
  0.04     45.59     0.02                             blake2b_compress (blake2b-ref.c:201 @ 8977)
  0.04     45.61     0.02                             blake2b_compress (blake2b-ref.c:201 @ 89fc)
  0.04     45.63     0.02                             blake2b_compress (blake2b-ref.c:202 @ 8aa8)
  0.04     45.65     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8cbb)
  0.04     45.67     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8df5)
  0.04     45.69     0.02                             blake2b_compress (blake2b-ref.c:204 @ 8f32)
  0.04     45.71     0.02                             blake2b_compress (blake2b-ref.c:205 @ 9084)
  0.04     45.73     0.02                             blake2b_compress (blake2b-ref.c:205 @ 90a9)
  0.04     45.75     0.02                             blake2b_compress (blake2b-ref.c:205 @ 912c)
  0.04     45.77     0.02                             blake2b_compress (blake2b-ref.c:205 @ 917c)
  0.04     45.79     0.02                             blake2b_compress (blake2b-ref.c:206 @ 9228)
  0.04     45.81     0.02                             blake2b_compress (blake2b-ref.c:206 @ 92b1)
  0.04     45.83     0.02                             blake2b_compress (blake2b-ref.c:206 @ 9333)
  0.04     45.85     0.02                             blake2b_compress (blake2b-ref.c:207 @ 943b)
  0.04     45.87     0.02                             blake2b_compress (blake2b-ref.c:207 @ 955d)
  0.04     45.89     0.02                             blake2b_compress (blake2b-ref.c:208 @ 9678)
  0.04     45.91     0.02                             blake2b_compress (blake2b-ref.c:208 @ 96f3)
  0.04     45.93     0.02                             blake2b_compress (blake2b-ref.c:208 @ 9737)
  0.04     45.95     0.02                             blake2b_compress (blake2b-ref.c:208 @ 978a)
  0.04     45.97     0.02                             blake2b_compress (blake2b-ref.c:209 @ 98ac)
  0.04     45.99     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9c7c)
  0.04     46.01     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9cde)
  0.04     46.03     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9ce8)
  0.04     46.05     0.02                             blake2b_increment_counter (blake2b-ref.c:68 @ 9eda)
  0.04     46.07     0.02                             rabinkarp_update (rabinkarp.c:92 @ 8043)
  0.04     46.09     0.02                             rotr64 (blake2-impl.h:155 @ 88d3)
  0.04     46.11     0.02                             rotr64 (blake2-impl.h:155 @ 90bd)
  0.04     46.13     0.02                             rotr64 (blake2-impl.h:155 @ 92a0)
  0.04     46.15     0.02                             rotr64 (blake2-impl.h:155 @ 98f4)
  0.04     46.17     0.02                             rotr64 (blake2-impl.h:155 @ 9955)
  0.04     46.19     0.02                             rs_delta_s_scan (delta.c:121 @ 5e67)
  0.04     46.21     0.02                             rs_findmatch (delta.c:228 @ 5fb7)
  0.03     46.23     0.02                             blake2b_compress (blake2b-ref.c:200 @ 88b9)
  0.03     46.24     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8ca7)
  0.03     46.26     0.02                             blake2b_compress (blake2b-ref.c:203 @ 8d37)
  0.03     46.27     0.02                             blake2b_compress (blake2b-ref.c:205 @ 91e4)
  0.03     46.29     0.02                             blake2b_compress (blake2b-ref.c:210 @ 99db)
  0.03     46.30     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9b96)
  0.03     46.32     0.02                             blake2b_compress (blake2b-ref.c:211 @ 9ca7)
  0.03     46.33     0.02                             blake2b_compress (blake2b-ref.c:213 @ 9de1)
  0.03     46.35     0.02                             rotr64 (blake2-impl.h:155 @ 8ee7)
  0.03     46.36     0.02                             rotr64 (blake2-impl.h:155 @ 91ee)
  0.02     46.37     0.01    32844   304.51   304.51  rs_infilebuf_fill (buf.c:78 @ 5630)
  0.02     46.38     0.01    16387   610.33   610.33  rs_squirt_byte (netint.c:52 @ 74b0)
  0.02     46.39     0.01                             blake2b_compress (blake2b-ref.c:187 @ 8629)
  0.02     46.40     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8776)
  0.02     46.41     0.01                             blake2b_compress (blake2b-ref.c:200 @ 87a1)
  0.02     46.42     0.01                             blake2b_compress (blake2b-ref.c:200 @ 87af)
  0.02     46.43     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8831)
  0.02     46.44     0.01                             blake2b_compress (blake2b-ref.c:200 @ 8853)
  0.02     46.45     0.01                             blake2b_compress (blake2b-ref.c:200 @ 887c)
  0.02     46.46     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8929)
  0.02     46.47     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8963)
  0.02     46.48     0.01                             blake2b_compress (blake2b-ref.c:201 @ 89e2)
  0.02     46.49     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a20)
  0.02     46.50     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8a64)
  0.02     46.51     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8ad8)
  0.02     46.52     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8aec)
  0.02     46.53     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b00)
  0.02     46.54     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b19)
  0.02     46.55     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b72)
  0.02     46.56     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8b86)
  0.02     46.57     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c83)
  0.02     46.58     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8c96)
  0.02     46.59     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8cc4)
  0.02     46.60     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d57)
  0.02     46.61     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d8a)
  0.02     46.62     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8da4)
  0.02     46.63     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8ddd)
  0.02     46.64     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8e3b)
  0.02     46.65     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8e68)
  0.02     46.66     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8eb9)
  0.02     46.67     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8ef8)
  0.02     46.68     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8fb7)
  0.02     46.69     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8fe2)
  0.02     46.70     0.01                             blake2b_compress (blake2b-ref.c:204 @ 900a)
  0.02     46.71     0.01                             blake2b_compress (blake2b-ref.c:205 @ 91a0)
  0.02     46.72     0.01                             blake2b_compress (blake2b-ref.c:206 @ 9279)
  0.02     46.73     0.01                             blake2b_compress (blake2b-ref.c:206 @ 93ca)
  0.02     46.74     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9444)
  0.02     46.75     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94ad)
  0.02     46.76     0.01                             blake2b_compress (blake2b-ref.c:207 @ 94ec)
  0.02     46.77     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9524)
  0.02     46.78     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9553)
  0.02     46.79     0.01                             blake2b_compress (blake2b-ref.c:208 @ 961b)
  0.02     46.80     0.01                             blake2b_compress (blake2b-ref.c:208 @ 96e3)
  0.02     46.81     0.01                             blake2b_compress (blake2b-ref.c:209 @ 97d6)
  0.02     46.82     0.01                             blake2b_compress (blake2b-ref.c:209 @ 97e7)
  0.02     46.83     0.01                             blake2b_compress (blake2b-ref.c:209 @ 97f1)
  0.02     46.84     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9804)
  0.02     46.85     0.01                             blake2b_compress (blake2b-ref.c:209 @ 986d)
  0.02     46.86     0.01                             blake2b_compress (blake2b-ref.c:209 @ 98d1)
  0.02     46.87     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9935)
  0.02     46.88     0.01                             blake2b_compress (blake2b-ref.c:209 @ 9982)
  0.02     46.89     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9a0d)
  0.02     46.90     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9a31)
  0.02     46.91     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9a72)
  0.02     46.92     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9ab3)
  0.02     46.93     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9af7)
  0.02     46.94     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b83)
  0.02     46.95     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9bcb)
  0.02     46.96     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9cc2)
  0.02     46.97     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d00)
  0.02     46.98     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d1f)
  0.02     46.99     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d2d)
  0.02     47.00     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d50)
  0.02     47.01     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d76)
  0.02     47.02     0.01                             blake2b_increment_counter (blake2b-ref.c:69 @ 9ee9)
  0.02     47.03     0.01                             hashtable_add (hashtable.h:298 @ 4b4b)
  0.02     47.04     0.01                             rotr64 (blake2-impl.h:155 @ 87ab)
  0.02     47.05     0.01                             rotr64 (blake2-impl.h:155 @ 8859)
  0.02     47.06     0.01                             rotr64 (blake2-impl.h:155 @ 88bf)
  0.02     47.07     0.01                             rotr64 (blake2-impl.h:155 @ 893d)
  0.02     47.08     0.01                             rotr64 (blake2-impl.h:155 @ 8973)
  0.02     47.09     0.01                             rotr64 (blake2-impl.h:155 @ 89a8)
  0.02     47.10     0.01                             rotr64 (blake2-impl.h:155 @ 8a6e)
  0.02     47.11     0.01                             rotr64 (blake2-impl.h:155 @ 8aa2)
  0.02     47.12     0.01                             rotr64 (blake2-impl.h:155 @ 8c28)
  0.02     47.13     0.01                             rotr64 (blake2-impl.h:155 @ 8cad)
  0.02     47.14     0.01                             rotr64 (blake2-impl.h:155 @ 8cfd)
  0.02     47.15     0.01                             rotr64 (blake2-impl.h:155 @ 8e41)
  0.02     47.16     0.01                             rotr64 (blake2-impl.h:155 @ 8e55)
  0.02     47.17     0.01                             rotr64 (blake2-impl.h:155 @ 8e65)
  0.02     47.18     0.01                             rotr64 (blake2-impl.h:155 @ 8fde)
  0.02     47.19     0.01                             rotr64 (blake2-impl.h:155 @ 906d)
  0.02     47.20     0.01                             rotr64 (blake2-impl.h:155 @ 9081)
  0.02     47.21     0.01                             rotr64 (blake2-impl.h:155 @ 9149)
  0.02     47.22     0.01                             rotr64 (blake2-impl.h:155 @ 9174)
  0.02     47.23     0.01                             rotr64 (blake2-impl.h:155 @ 91b1)
  0.02     47.24     0.01                             rotr64 (blake2-impl.h:155 @ 91e0)
  0.02     47.25     0.01                             rotr64 (blake2-impl.h:155 @ 9285)
  0.02     47.26     0.01                             rotr64 (blake2-impl.h:155 @ 939e)
  0.02     47.27     0.01                             rotr64 (blake2-impl.h:155 @ 93c7)
  0.02     47.28     0.01                             rotr64 (blake2-impl.h:155 @ 9409)
  0.02     47.29     0.01                             rotr64 (blake2-impl.h:155 @ 9413)
  0.02     47.30     0.01                             rotr64 (blake2-impl.h:155 @ 9441)
  0.02     47.31     0.01                             rotr64 (blake2-impl.h:155 @ 96df)
  0.02     47.32     0.01                             rotr64 (blake2-impl.h:155 @ 975e)
  0.02     47.33     0.01                             rotr64 (blake2-impl.h:155 @ 9858)
  0.02     47.34     0.01                             rotr64 (blake2-impl.h:155 @ 98c9)
  0.02     47.35     0.01                             rotr64 (blake2-impl.h:155 @ 9905)
  0.02     47.36     0.01                             rotr64 (blake2-impl.h:155 @ 991d)
  0.02     47.37     0.01                             rotr64 (blake2-impl.h:155 @ 997a)
  0.02     47.38     0.01                             rotr64 (blake2-impl.h:155 @ 99f1)
  0.02     47.39     0.01                             rotr64 (blake2-impl.h:155 @ 9a05)
  0.02     47.40     0.01                             rotr64 (blake2-impl.h:155 @ 9a6e)
  0.02     47.41     0.01                             rotr64 (blake2-impl.h:155 @ 9b32)
  0.02     47.42     0.01                             rotr64 (blake2-impl.h:155 @ 9b93)
  0.02     47.43     0.01                             rotr64 (blake2-impl.h:155 @ 9bc8)
  0.02     47.44     0.01                             rotr64 (blake2-impl.h:155 @ 9c0e)
  0.02     47.45     0.01                             rotr64 (blake2-impl.h:155 @ 9cfc)
  0.02     47.46     0.01                             rotr64 (blake2-impl.h:155 @ 9d80)
  0.02     47.47     0.01                             rs_appendmiss (delta.c:287 @ 606f)
  0.02     47.48     0.01                             rs_job_drive (job.c:161 @ 6930)
  0.02     47.49     0.01                             rs_outfilebuf_drain (buf.c:166 @ 579f)
  0.02     47.50     0.01                             rs_processmiss (delta.c:351 @ 5f6b)
  0.02     47.51     0.01                             rs_scoop_input (scoop.c:93 @ 81b2)
  0.02     47.52     0.01                             rs_signature_find_match (sumset.c:247 @ 4742)
  0.01     47.53     0.01    32770   152.60   152.60  rs_outfilebuf_drain (buf.c:131 @ 5720)
  0.01     47.53     0.01    32769   152.61   152.61  rs_delta_s_scan (delta.c:120 @ 5e50)
  0.01     47.54     0.01                             blake2b_compress (blake2b-ref.c:187 @ 8640)
  0.01     47.54     0.01                             blake2b_compress (blake2b-ref.c:200 @ 87c3)
  0.01     47.55     0.01                             blake2b_compress (blake2b-ref.c:200 @ 87d6)
  0.01     47.55     0.01                             blake2b_compress (blake2b-ref.c:200 @ 88c3)
  0.01     47.56     0.01                             blake2b_compress (blake2b-ref.c:200 @ 88cd)
  0.01     47.56     0.01                             blake2b_compress (blake2b-ref.c:201 @ 8952)
  0.01     47.57     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8bf7)
  0.01     47.57     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c22)
  0.01     47.58     0.01                             blake2b_compress (blake2b-ref.c:202 @ 8c4a)
  0.01     47.58     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d12)
  0.01     47.59     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d23)
  0.01     47.59     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8d93)
  0.01     47.60     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8dd3)
  0.01     47.60     0.01                             blake2b_compress (blake2b-ref.c:203 @ 8e1d)
  0.01     47.61     0.01                             blake2b_compress (blake2b-ref.c:204 @ 8ecd)
  0.01     47.61     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9032)
  0.01     47.62     0.01                             blake2b_compress (blake2b-ref.c:204 @ 9039)
  0.01     47.62     0.01                             blake2b_compress (blake2b-ref.c:205 @ 907b)
  0.01     47.63     0.01                             blake2b_compress (blake2b-ref.c:205 @ 90c1)
  0.01     47.63     0.01                             blake2b_compress (blake2b-ref.c:205 @ 9162)
  0.01     47.64     0.01                             blake2b_compress (blake2b-ref.c:206 @ 939b)
  0.01     47.64     0.01                             blake2b_compress (blake2b-ref.c:206 @ 93a2)
  0.01     47.65     0.01                             blake2b_compress (blake2b-ref.c:206 @ 93f9)
  0.01     47.65     0.01                             blake2b_compress (blake2b-ref.c:206 @ 940d)
  0.01     47.66     0.01                             blake2b_compress (blake2b-ref.c:207 @ 9416)
  0.01     47.66     0.01                             blake2b_compress (blake2b-ref.c:207 @ 951a)
  0.01     47.67     0.01                             blake2b_compress (blake2b-ref.c:207 @ 95d9)
  0.01     47.67     0.01                             blake2b_compress (blake2b-ref.c:208 @ 975b)
  0.01     47.68     0.01                             blake2b_compress (blake2b-ref.c:208 @ 9762)
  0.01     47.68     0.01                             blake2b_compress (blake2b-ref.c:209 @ 983a)
  0.01     47.69     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9a86)
  0.01     47.69     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9aac)
  0.01     47.70     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b2c)
  0.01     47.70     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b36)
  0.01     47.71     0.01                             blake2b_compress (blake2b-ref.c:210 @ 9b8d)
  0.01     47.71     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c0b)
  0.01     47.72     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c5a)
  0.01     47.72     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9c96)
  0.01     47.73     0.01                             blake2b_compress (blake2b-ref.c:211 @ 9d3f)
  0.01     47.73     0.01                             rabinkarp_pow (rabinkarp.c:79 @ 8094)
  0.01     47.74     0.01                             rabinkarp_pow (rabinkarp.c:81 @ 8097)
  0.01     47.74     0.01                             rabinkarp_update (rabinkarp.c:94 @ 803f)
  0.01     47.75     0.01                             rotr64 (blake2-impl.h:155 @ 87cf)
  0.01     47.75     0.01                             rotr64 (blake2-impl.h:155 @ 894e)
  0.01     47.76     0.01                             rotr64 (blake2-impl.h:155 @ 8b7e)
  0.01     47.76     0.01                             rotr64 (blake2-impl.h:155 @ 8b92)
  0.01     47.77     0.01                             rotr64 (blake2-impl.h:155 @ 8bde)
  0.01     47.77     0.01                             rotr64 (blake2-impl.h:155 @ 8bf3)
  0.01     47.78     0.01                             rotr64 (blake2-impl.h:155 @ 8c1e)
  0.01     47.78     0.01                             rotr64 (blake2-impl.h:155 @ 8c47)
  0.01     47.79     0.01                             rotr64 (blake2-impl.h:155 @ 8ca3)
  0.01     47.79     0.01                             rotr64 (blake2-impl.h:155 @ 8d0e)
  0.01     47.80     0.01                             rotr64 (blake2-impl.h:155 @ 8d1f)
  0.01     47.80     0.01                             rotr64 (blake2-impl.h:155 @ 8d4e)
  0.01     47.81     0.01                             rotr64 (blake2-impl.h:155 @ 8d96)
  0.01     47.81     0.01                             rotr64 (blake2-impl.h:155 @ 8dcc)
  0.01     47.82     0.01                             rotr64 (blake2-impl.h:155 @ 8e2e)
  0.01     47.82     0.01                             rotr64 (blake2-impl.h:155 @ 902e)
  0.01     47.83     0.01                             rotr64 (blake2-impl.h:155 @ 903f)
  0.01     47.83     0.01                             rotr64 (blake2-impl.h:155 @ 9077)
  0.01     47.84     0.01                             rotr64 (blake2-impl.h:155 @ 90ce)
  0.01     47.84     0.01                             rotr64 (blake2-impl.h:155 @ 90f3)
  0.01     47.85     0.01                             rotr64 (blake2-impl.h:155 @ 916e)
  0.01     47.85     0.01                             rotr64 (blake2-impl.h:155 @ 9253)
  0.01     47.86     0.01                             rotr64 (blake2-impl.h:155 @ 93ff)
  0.01     47.86     0.01                             rotr64 (blake2-impl.h:155 @ 9516)
  0.01     47.87     0.01                             rotr64 (blake2-impl.h:155 @ 95ae)
  0.01     47.87     0.01                             rotr64 (blake2-impl.h:155 @ 95df)
  0.01     47.88     0.01                             rotr64 (blake2-impl.h:155 @ 9833)
  0.01     47.88     0.01                             rotr64 (blake2-impl.h:155 @ 99d3)
  0.01     47.89     0.01                             rotr64 (blake2-impl.h:155 @ 9a92)
  0.01     47.89     0.01                             rotr64 (blake2-impl.h:155 @ 9aaf)
  0.01     47.90     0.01                             rotr64 (blake2-impl.h:155 @ 9c07)
  0.01     47.90     0.01                             rotr64 (blake2-impl.h:155 @ 9c6b)
  0.01     47.91     0.01                             rotr64 (blake2-impl.h:155 @ 9c93)
  0.01     47.91     0.01                             rotr64 (blake2-impl.h:155 @ 9ca3)
  0.01     47.92     0.01                             rotr64 (blake2-impl.h:155 @ 9d1b)
  0.01     47.92     0.01                             rotr64 (blake2-impl.h:155 @ 9d26)
  0.01     47.93     0.01                             rotr64 (blake2-impl.h:155 @ 9d3b)
  0.01     47.93     0.01                             rs_delta_s_flush (delta.c:304 @ 5e4b)
  0.01     47.94     0.01                             rs_findmatch (delta.c:225 @ 5fbc)
  0.01     47.94     0.01                             rs_findmatch (delta.c:230 @ 5fc0)
  0.01     47.95     0.01                             rs_infilebuf_fill (buf.c:117 @ 5718)
  0.01     47.95     0.01                             rs_tube_catchup (tube.c:144 @ 83b6)
  0.01     47.96     0.01                             rs_tube_catchup (tube.c:156 @ 83c2)
  0.00     47.96     0.00   163928     0.00     0.00  rs_tube_catchup (tube.c:137 @ 8390)
  0.00     47.96     0.00    65613     0.00     0.00  rs_scoop_readahead (scoop.c:149 @ 8240)
  0.00     47.96     0.00    32880     0.00     0.00  rs_scoop_input (scoop.c:68 @ 80c0)
  0.00     47.96     0.00    32844     0.00     0.00  rs_job_iter (job.c:94 @ 6750)
  0.00     47.96     0.00    32832     0.00     0.00  rs_loadsig_s_strong (readsums.c:72 @ 7cd0)
  0.00     47.96     0.00    32781     0.00     0.00  rs_suck_n4 (netint.c:110 @ 7610)
  0.00     47.96     0.00    32781     0.00     0.00  rs_suck_netint (netint.c:95 @ 7590)
  0.00     47.96     0.00    32778     0.00     0.00  rs_loadsig_s_weak (readsums.c:57 @ 7b70)
  0.00     47.96     0.00    32776     0.00     0.00  rs_tube_write (tube.c:193 @ 85a0)
  0.00     47.96     0.00    32770     0.00     0.00  rs_scoop_total_avail (scoop.c:228 @ 8370)
  0.00     47.96     0.00    32768     0.00     0.00  rs_signature_add_block (sumset.c:228 @ 4630)
